Data,Hora,Planta,Sensor,Umidade_Solo (%),Temperatura_Ar (°C),Umidade_Ar (%)
2024-12-09,17:00:00,Cebolinha,3,52.34,26.67,42.87
2024-12-09,17:00:00,Couve,4,62.89,26.67,42.87
2024-12-09,17:30:00,Alface Roxa,1,49.42,24.18,51.52
2024-12-09,17:30:00,Rúcula,2,58.05,24.18,51.52
2024-12-09,17:30:00,Cebolinha,3,51.06,24.18,51.52
2024-12-09,17:30:00,Couve,4,60.93,24.18,51.52
2024-12-09,18:00:00,Alface Roxa,1,49.1,22.9,70.9
2024-12-09,18:00:00,Rúcula,2,57.8,22.9,70.9
2024-12-09,18:00:00,Cebolinha,3,50.52,22.9,70.9
2024-12-09,18:00:00,Couve,4,60.44,22.9,70.9
2024-12-09,18:30:00,Alface Roxa,1,48.64,21.97,81.56
2024-12-09,18:30:00,Rúcula,2,57.43,21.97,81.56
2024-12-09,18:30:00,Cebolinha,3,50.31,21.97,81.56
2024-12-09,18:30:00,Couve,4,60.2,21.97,81.56
2024-12-09,19:00:00,Alface Roxa,1,48.23,22.0,71.02
2024-12-09,19:00:00,Rúcula,2,56.95,22.0,71.02
2024-12-09,19:00:00,Cebolinha,3,50.07,22.0,71.02
2024-12-09,19:00:00,Couve,4,59.94,22.0,71.02
2024-12-09,19:30:00,Alface Roxa,1,47.69,23.73,73.04
2024-12-09,19:30:00,Rúcula,2,56.79,23.73,73.04
2024-12-09,19:30:00,Cebolinha,3,49.45,23.73,73.04
2024-12-09,19:30:00,Couve,4,59.7,23.73,73.04
2024-12-09,20:00:00,Alface Roxa,1,47.47,20.66,86.42
2024-12-09,20:00:00,Rúcula,2,56.15,20.66,86.42
2024-12-09,20:00:00,Cebolinha,3,48.96,20.66,86.42
2024-12-09,20:00:00,Couve,4,59.46,20.66,86.42
2024-12-09,20:30:00,Alface Roxa,1,47.02,22.98,83.67
2024-12-09,20:30:00,Rúcula,2,55.82,22.98,83.67
2024-12-09,20:30:00,Cebolinha,3,48.37,22.98,83.67
2024-12-09,20:30:00,Couve,4,59.29,22.98,83.67
2024-12-09,21:00:00,Alface Roxa,1,46.36,20.04,86.18
2024-12-09,21:00:00,Rúcula,2,55.17,20.04,86.18
2024-12-09,21:00:00,Cebolinha,3,48.0,20.04,86.18
2024-12-09,21:00:00,Couve,4,58.92,20.04,86.18
2024-12-09,21:30:00,Alface Roxa,1,45.81,22.63,89.03
2024-12-09,21:30:00,Rúcula,2,54.84,22.63,89.03
2024-12-09,21:30:00,Cebolinha,3,47.81,22.63,89.03
2024-12-09,21:30:00,Couve,4,58.38,22.63,89.03
2024-12-09,22:00:00,Alface Roxa,1,45.46,23.43,84.94
2024-12-09,22:00:00,Rúcula,2,54.48,23.43,84.94
2024-12-09,22:00:00,Cebolinha,3,47.53,23.43,84.94
2024-12-09,22:00:00,Couve,4,57.99,23.43,84.94
2024-12-09,22:30:00,Alface Roxa,1,44.7,23.14,85.32
2024-12-09,22:30:00,Rúcula,2,53.83,23.14,85.32
2024-12-09,22:30:00,Cebolinha,3,46.82,23.14,85.32
2024-12-09,22:30:00,Couve,4,57.78,23.14,85.32
2024-12-09,23:00:00,Alface Roxa,1,44.04,21.39,86.48
2024-12-09,23:00:00,Rúcula,2,53.22,21.39,86.48
2024-12-09,23:00:00,Cebolinha,3,46.6,21.39,86.48
2024-12-09,23:00:00,Couve,4,57.14,21.39,86.48
2024-12-09,23:30:00,Alface Roxa,1,43.36,20.31,71.43
2024-12-09,23:30:00,Rúcula,2,52.5,20.31,71.43
2024-12-09,23:30:00,Cebolinha,3,46.39,20.31,71.43
2024-12-09,23:30:00,Couve,4,56.7,20.31,71.43
2024-12-10,00:00:00,Alface Roxa,1,42.66,23.76,80.05
2024-12-10,00:00:00,Rúcula,2,52.05,23.76,80.05
2024-12-10,00:00:00,Cebolinha,3,45.74,23.76,80.05
2024-12-10,00:00:00,Couve,4,56.5,23.76,80.05
2024-12-10,00:30:00,Alface Roxa,1,42.28,21.86,70.86
2024-12-10,00:30:00,Rúcula,2,51.68,21.86,70.86
2024-12-10,00:30:00,Cebolinha,3,45.0,21.86,70.86
2024-12-10,00:30:00,Couve,4,55.66,21.86,70.86
2024-12-10,01:00:00,Alface Roxa,1,42.05,23.54,83.33
2024-12-10,01:00:00,Rúcula,2,51.27,23.54,83.33
2024-12-10,01:00:00,Cebolinha,3,44.55,23.54,83.33
2024-12-10,01:00:00,Couve,4,54.91,23.54,83.33
2024-12-10,01:30:00,Alface Roxa,1,41.76,21.89,85.08
2024-12-10,01:30:00,Rúcula,2,50.79,21.89,85.08
2024-12-10,01:30:00,Cebolinha,3,44.14,21.89,85.08
2024-12-10,01:30:00,Couve,4,54.09,21.89,85.08
2024-12-10,02:00:00,Alface Roxa,1,41.25,22.44,79.83
2024-12-10,02:00:00,Rúcula,2,50.42,22.44,79.83
2024-12-10,02:00:00,Cebolinha,3,43.51,22.44,79.83
2024-12-10,02:00:00,Couve,4,53.87,22.44,79.83
2024-12-10,02:30:00,Alface Roxa,1,40.83,20.53,86.67
2024-12-10,02:30:00,Rúcula,2,49.61,20.53,86.67
2024-12-10,02:30:00,Cebolinha,3,42.97,20.53,86.67
2024-12-10,02:30:00,Couve,4,53.1,20.53,86.67
2024-12-10,03:00:00,Alface Roxa,1,39.92,22.95,82.16
2024-12-10,03:00:00,Rúcula,2,49.3,22.95,82.16
2024-12-10,03:00:00,Cebolinha,3,42.15,22.95,82.16
2024-12-10,03:00:00,Couve,4,52.48,22.95,82.16
2024-12-10,03:30:00,Alface Roxa,1,39.27,22.5,72.37
2024-12-10,03:30:00,Rúcula,2,48.61,22.5,72.37
2024-12-10,03:30:00,Cebolinha,3,41.39,22.5,72.37
2024-12-10,03:30:00,Couve,4,51.69,22.5,72.37
2024-12-10,04:00:00,Alface Roxa,1,38.89,23.46,72.49
2024-12-10,04:00:00,Rúcula,2,47.86,23.46,72.49
2024-12-10,04:00:00,Cebolinha,3,40.37,23.46,72.49
2024-12-10,04:00:00,Couve,4,51.1,23.46,72.49
2024-12-10,04:30:00,Alface Roxa,1,38.38,22.58,71.68
2024-12-10,04:30:00,Rúcula,2,47.57,22.58,71.68
2024-12-10,04:30:00,Cebolinha,3,39.76,22.58,71.68
2024-12-10,04:30:00,Couve,4,50.86,22.58,71.68
2024-12-10,05:00:00,Alface Roxa,1,37.51,21.22,80.8
2024-12-10,05:00:00,Rúcula,2,46.6,21.22,80.8
2024-12-10,05:00:00,Cebolinha,3,38.89,21.22,80.8
2024-12-10,05:00:00,Couve,4,50.43,21.22,80.8
2024-12-10,05:30:00,Alface Roxa,1,37.0,22.27,74.5
2024-12-10,05:30:00,Rúcula,2,45.99,22.27,74.5
2024-12-10,05:30:00,Cebolinha,3,38.56,22.27,74.5
2024-12-10,05:30:00,Couve,4,49.71,22.27,74.5
2024-12-10,06:00:00,Alface Roxa,1,35.9,25.51,76.44
2024-12-10,06:00:00,Rúcula,2,45.65,25.51,76.44
2024-12-10,06:00:00,Cebolinha,3,37.8,25.51,76.44
2024-12-10,06:00:00,Couve,4,48.94,25.51,76.44
2024-12-10,06:30:00,Alface Roxa,1,35.46,24.71,77.69
2024-12-10,06:30:00,Rúcula,2,45.16,24.71,77.69
2024-12-10,06:30:00,Cebolinha,3,36.66,24.71,77.69
2024-12-10,06:30:00,Couve,4,47.98,24.71,77.69
2024-12-10,07:00:00,Alface Roxa,1,73.12,24.78,70.37
2024-12-10,07:00:00,Rúcula,2,87.76,24.78,70.37
2024-12-10,07:00:00,Cebolinha,3,73.1,24.78,70.37
2024-12-10,07:00:00,Couve,4,75.11,24.78,70.37
2024-12-10,07:30:00,Alface Roxa,1,72.98,25.45,66.91
2024-12-10,07:30:00,Rúcula,2,87.61,25.45,66.91
2024-12-10,07:30:00,Cebolinha,3,72.93,25.45,66.91
2024-12-10,07:30:00,Couve,4,74.92,25.45,66.91
2024-12-10,08:00:00,Alface Roxa,1,72.84,24.09,64.2
2024-12-10,08:00:00,Rúcula,2,87.42,24.09,64.2
2024-12-10,08:00:00,Cebolinha,3,72.74,24.09,64.2
2024-12-10,08:00:00,Couve,4,74.74,24.09,64.2
2024-12-10,08:30:00,Alface Roxa,1,72.57,24.22,72.26
2024-12-10,08:30:00,Rúcula,2,87.26,24.22,72.26
2024-12-10,08:30:00,Cebolinha,3,72.51,24.22,72.26
2024-12-10,08:30:00,Couve,4,74.5,24.22,72.26
2024-12-10,09:00:00,Alface Roxa,1,72.25,24.28,75.0
2024-12-10,09:00:00,Rúcula,2,86.92,24.28,75.0
2024-12-10,09:00:00,Cebolinha,3,72.24,24.28,75.0
2024-12-10,09:00:00,Couve,4,74.15,24.28,75.0
2024-12-10,09:30:00,Alface Roxa,1,71.91,25.0,67.52
2024-12-10,09:30:00,Rúcula,2,86.47,25.0,67.52
2024-12-10,09:30:00,Cebolinha,3,71.76,25.0,67.52
2024-12-10,09:30:00,Couve,4,73.73,25.0,67.52
2024-12-10,10:00:00,Alface Roxa,1,71.06,25.8,76.86
2024-12-10,10:00:00,Rúcula,2,85.49,25.8,76.86
2024-12-10,10:00:00,Cebolinha,3,70.7,25.8,76.86
2024-12-10,10:00:00,Couve,4,72.98,25.8,76.86
2024-12-10,10:30:00,Alface Roxa,1,70.5,24.71,66.97
2024-12-10,10:30:00,Rúcula,2,84.81,24.71,66.97
2024-12-10,10:30:00,Cebolinha,3,70.28,24.71,66.97
2024-12-10,10:30:00,Couve,4,72.42,24.71,66.97
2024-12-10,11:00:00,Alface Roxa,1,68.95,25.93,70.9
2024-12-10,11:00:00,Rúcula,2,83.65,25.93,70.9
2024-12-10,11:00:00,Cebolinha,3,68.89,25.93,70.9
2024-12-10,11:00:00,Couve,4,71.55,25.93,70.9
2024-12-10,11:30:00,Alface Roxa,1,67.21,25.92,72.59
2024-12-10,11:30:00,Rúcula,2,82.54,25.92,72.59
2024-12-10,11:30:00,Cebolinha,3,67.59,25.92,72.59
2024-12-10,11:30:00,Couve,4,70.0,25.92,72.59
2024-12-10,12:00:00,Alface Roxa,1,66.49,24.25,46.02
2024-12-10,12:00:00,Rúcula,2,81.56,24.25,46.02
2024-12-10,12:00:00,Cebolinha,3,67.01,24.25,46.02
2024-12-10,12:00:00,Couve,4,69.44,24.25,46.02
2024-12-10,12:30:00,Alface Roxa,1,64.5,25.0,47.91
2024-12-10,12:30:00,Rúcula,2,80.14,25.0,47.91
2024-12-10,12:30:00,Cebolinha,3,65.16,25.0,47.91
2024-12-10,12:30:00,Couve,4,68.1,25.0,47.91
2024-12-10,13:00:00,Alface Roxa,1,62.49,25.78,45.84
2024-12-10,13:00:00,Rúcula,2,78.86,25.78,45.84
2024-12-10,13:00:00,Cebolinha,3,62.76,25.78,45.84
2024-12-10,13:00:00,Couve,4,66.07,25.78,45.84
2024-12-10,13:30:00,Alface Roxa,1,60.94,26.72,59.61
2024-12-10,13:30:00,Rúcula,2,77.36,26.72,59.61
2024-12-10,13:30:00,Cebolinha,3,61.06,26.72,59.61
2024-12-10,13:30:00,Couve,4,63.96,26.72,59.61
2024-12-10,14:00:00,Alface Roxa,1,59.59,24.12,40.16
2024-12-10,14:00:00,Rúcula,2,76.41,24.12,40.16
2024-12-10,14:00:00,Cebolinha,3,59.83,24.12,40.16
2024-12-10,14:00:00,Couve,4,63.1,24.12,40.16
2024-12-10,14:30:00,Alface Roxa,1,58.42,24.46,56.83
2024-12-10,14:30:00,Rúcula,2,75.29,24.46,56.83
2024-12-10,14:30:00,Cebolinha,3,58.85,24.46,56.83
2024-12-10,14:30:00,Couve,4,61.96,24.46,56.83
2024-12-10,15:00:00,Alface Roxa,1,57.33,24.49,51.77
2024-12-10,15:00:00,Rúcula,2,74.48,24.49,51.77
2024-12-10,15:00:00,Cebolinha,3,57.54,24.49,51.77
2024-12-10,15:00:00,Couve,4,60.72,24.49,51.77
2024-12-10,15:30:00,Alface Roxa,1,55.79,24.07,48.73
2024-12-10,15:30:00,Rúcula,2,73.47,24.07,48.73
2024-12-10,15:30:00,Cebolinha,3,56.49,24.07,48.73
2024-12-10,15:30:00,Couve,4,59.61,24.07,48.73
2024-12-10,16:00:00,Alface Roxa,1,54.5,24.96,59.57
2024-12-10,16:00:00,Rúcula,2,72.1,24.96,59.57
2024-12-10,16:00:00,Cebolinha,3,55.5,24.96,59.57
2024-12-10,16:00:00,Couve,4,58.41,24.96,59.57
2024-12-10,16:30:00,Alface Roxa,1,52.25,27.86,41.09
2024-12-10,16:30:00,Rúcula,2,68.58,27.86,41.09
2024-12-10,16:30:00,Cebolinha,3,52.43,27.86,41.09
2024-12-10,16:30:00,Couve,4,56.15,27.86,41.09
2024-12-10,17:00:00,Alface Roxa,1,51.12,24.8,52.65
2024-12-10,17:00:00,Rúcula,2,66.62,24.8,52.65
2024-12-10,17:00:00,Cebolinha,3,50.84,24.8,52.65
2024-12-10,17:00:00,Couve,4,54.8,24.8,52.65
2024-12-10,17:30:00,Alface Roxa,1,49.39,24.93,54.92
2024-12-10,17:30:00,Rúcula,2,65.01,24.93,54.92
2024-12-10,17:30:00,Cebolinha,3,49.75,24.93,54.92
2024-12-10,17:30:00,Couve,4,53.75,24.93,54.92
2024-12-10,18:00:00,Alface Roxa,1,49.03,23.88,82.61
2024-12-10,18:00:00,Rúcula,2,64.72,23.88,82.61
2024-12-10,18:00:00,Cebolinha,3,49.5,23.88,82.61
2024-12-10,18:00:00,Couve,4,53.53,23.88,82.61
2024-12-10,18:30:00,Alface Roxa,1,48.91,22.42,85.47
2024-12-10,18:30:00,Rúcula,2,64.37,22.42,85.47
2024-12-10,18:30:00,Cebolinha,3,49.21,22.42,85.47
2024-12-10,18:30:00,Couve,4,53.0,22.42,85.47
2024-12-10,19:00:00,Alface Roxa,1,48.56,23.31,72.2
2024-12-10,19:00:00,Rúcula,2,63.87,23.31,72.2
2024-12-10,19:00:00,Cebolinha,3,48.68,23.31,72.2
2024-12-10,19:00:00,Couve,4,52.62,23.31,72.2
2024-12-10,19:30:00,Alface Roxa,1,48.35,20.53,88.64
2024-12-10,19:30:00,Rúcula,2,63.35,20.53,88.64
2024-12-10,19:30:00,Cebolinha,3,48.2,20.53,88.64
2024-12-10,19:30:00,Couve,4,52.31,20.53,88.64
2024-12-10,20:00:00,Alface Roxa,1,48.17,21.38,88.81
2024-12-10,20:00:00,Rúcula,2,62.87,21.38,88.81
2024-12-10,20:00:00,Cebolinha,3,47.71,21.38,88.81
2024-12-10,20:00:00,Couve,4,52.02,21.38,88.81
2024-12-10,20:30:00,Alface Roxa,1,47.55,21.89,83.64
2024-12-10,20:30:00,Rúcula,2,62.21,21.89,83.64
2024-12-10,20:30:00,Cebolinha,3,47.43,21.89,83.64
2024-12-10,20:30:00,Couve,4,51.81,21.89,83.64
2024-12-10,21:00:00,Alface Roxa,1,47.29,21.26,79.41
2024-12-10,21:00:00,Rúcula,2,61.96,21.26,79.41
2024-12-10,21:00:00,Cebolinha,3,47.1,21.26,79.41
2024-12-10,21:00:00,Couve,4,51.38,21.26,79.41
2024-12-10,21:30:00,Alface Roxa,1,46.81,22.82,71.26
2024-12-10,21:30:00,Rúcula,2,61.56,22.82,71.26
2024-12-10,21:30:00,Cebolinha,3,46.39,22.82,71.26
2024-12-10,21:30:00,Couve,4,50.96,22.82,71.26
2024-12-10,22:00:00,Alface Roxa,1,46.64,20.04,85.18
2024-12-10,22:00:00,Rúcula,2,60.87,20.04,85.18
2024-12-10,22:00:00,Cebolinha,3,45.66,20.04,85.18
2024-12-10,22:00:00,Couve,4,50.67,20.04,85.18
2024-12-10,22:30:00,Alface Roxa,1,46.02,20.73,89.3
2024-12-10,22:30:00,Rúcula,2,60.19,20.73,89.3
2024-12-10,22:30:00,Cebolinha,3,44.91,20.73,89.3
2024-12-10,22:30:00,Couve,4,50.17,20.73,89.3
2024-12-10,23:00:00,Alface Roxa,1,45.66,21.05,88.73
2024-12-10,23:00:00,Rúcula,2,59.88,21.05,88.73
2024-12-10,23:00:00,Cebolinha,3,44.75,21.05,88.73
2024-12-10,23:00:00,Couve,4,49.48,21.05,88.73
2024-12-10,23:30:00,Alface Roxa,1,45.31,23.9,75.31
2024-12-10,23:30:00,Rúcula,2,59.52,23.9,75.31
2024-12-10,23:30:00,Cebolinha,3,44.17,23.9,75.31
2024-12-10,23:30:00,Couve,4,48.86,23.9,75.31
2024-12-11,00:00:00,Alface Roxa,1,44.54,22.54,76.86
2024-12-11,00:00:00,Rúcula,2,58.94,22.54,76.86
2024-12-11,00:00:00,Cebolinha,3,43.47,22.54,76.86
2024-12-11,00:00:00,Couve,4,48.16,22.54,76.86
2024-12-11,00:30:00,Alface Roxa,1,43.85,20.82,88.41
2024-12-11,00:30:00,Rúcula,2,58.54,20.82,88.41
2024-12-11,00:30:00,Cebolinha,3,43.19,20.82,88.41
2024-12-11,00:30:00,Couve,4,47.42,20.82,88.41
2024-12-11,01:00:00,Alface Roxa,1,43.02,20.78,72.71
2024-12-11,01:00:00,Rúcula,2,58.24,20.78,72.71
2024-12-11,01:00:00,Cebolinha,3,42.33,20.78,72.71
2024-12-11,01:00:00,Couve,4,47.02,20.78,72.71
2024-12-11,01:30:00,Alface Roxa,1,42.17,22.3,80.3
2024-12-11,01:30:00,Rúcula,2,57.92,22.3,80.3
2024-12-11,01:30:00,Cebolinha,3,41.82,22.3,80.3
2024-12-11,01:30:00,Couve,4,46.8,22.3,80.3
2024-12-11,02:00:00,Alface Roxa,1,41.29,20.07,89.18
2024-12-11,02:00:00,Rúcula,2,57.58,20.07,89.18
2024-12-11,02:00:00,Cebolinha,3,40.99,20.07,89.18
2024-12-11,02:00:00,Couve,4,46.1,20.07,89.18
2024-12-11,02:30:00,Alface Roxa,1,40.74,20.55,83.06
2024-12-11,02:30:00,Rúcula,2,56.63,20.55,83.06
2024-12-11,02:30:00,Cebolinha,3,40.26,20.55,83.06
2024-12-11,02:30:00,Couve,4,45.77,20.55,83.06
2024-12-11,03:00:00,Alface Roxa,1,39.95,20.39,81.42
2024-12-11,03:00:00,Rúcula,2,56.37,20.39,81.42
2024-12-11,03:00:00,Cebolinha,3,39.42,20.39,81.42
2024-12-11,03:00:00,Couve,4,45.0,20.39,81.42
2024-12-11,03:30:00,Alface Roxa,1,39.54,21.33,73.11
2024-12-11,03:30:00,Rúcula,2,56.0,21.33,73.11
2024-12-11,03:30:00,Cebolinha,3,38.86,21.33,73.11
2024-12-11,03:30:00,Couve,4,44.35,21.33,73.11
2024-12-11,04:00:00,Alface Roxa,1,38.69,21.36,86.79
2024-12-11,04:00:00,Rúcula,2,55.58,21.36,86.79
2024-12-11,04:00:00,Cebolinha,3,38.38,21.36,86.79
2024-12-11,04:00:00,Couve,4,43.9,21.36,86.79
2024-12-11,04:30:00,Alface Roxa,1,37.95,21.59,74.93
2024-12-11,04:30:00,Rúcula,2,54.68,21.59,74.93
2024-12-11,04:30:00,Cebolinha,3,37.96,21.59,74.93
2024-12-11,04:30:00,Couve,4,43.61,21.59,74.93
2024-12-11,05:00:00,Alface Roxa,1,36.98,20.94,76.36
2024-12-11,05:00:00,Rúcula,2,53.77,20.94,76.36
2024-12-11,05:00:00,Cebolinha,3,37.47,20.94,76.36
2024-12-11,05:00:00,Couve,4,42.81,20.94,76.36
2024-12-11,05:30:00,Alface Roxa,1,36.5,22.36,82.17
2024-12-11,05:30:00,Rúcula,2,53.06,22.36,82.17
2024-12-11,05:30:00,Cebolinha,3,36.38,22.36,82.17
2024-12-11,05:30:00,Couve,4,41.74,22.36,82.17
2024-12-11,06:00:00,Alface Roxa,1,36.08,23.18,72.87
2024-12-11,06:00:00,Rúcula,2,52.23,23.18,72.87
2024-12-11,06:00:00,Cebolinha,3,35.26,23.18,72.87
2024-12-11,06:00:00,Couve,4,40.74,23.18,72.87
2024-12-11,06:30:00,Alface Roxa,1,35.13,25.2,66.26
2024-12-11,06:30:00,Rúcula,2,51.41,25.2,66.26
2024-12-11,06:30:00,Cebolinha,3,34.68,25.2,66.26
2024-12-11,06:30:00,Couve,4,39.82,25.2,66.26
2024-12-11,07:00:00,Alface Roxa,1,77.24,23.07,78.98
2024-12-11,07:00:00,Rúcula,2,78.83,23.07,78.98
2024-12-11,07:00:00,Cebolinha,3,87.6,23.07,78.98
2024-12-11,07:00:00,Couve,4,82.78,23.07,78.98
2024-12-11,07:30:00,Alface Roxa,1,77.17,24.5,71.51
2024-12-11,07:30:00,Rúcula,2,78.77,24.5,71.51
2024-12-11,07:30:00,Cebolinha,3,87.51,24.5,71.51
2024-12-11,07:30:00,Couve,4,82.7,24.5,71.51
2024-12-11,08:00:00,Alface Roxa,1,76.96,25.5,72.55
2024-12-11,08:00:00,Rúcula,2,78.42,25.5,72.55
2024-12-11,08:00:00,Cebolinha,3,87.15,25.5,72.55
2024-12-11,08:00:00,Couve,4,82.33,25.5,72.55
2024-12-11,08:30:00,Alface Roxa,1,76.73,23.89,76.23
2024-12-11,08:30:00,Rúcula,2,78.26,23.89,76.23
2024-12-11,08:30:00,Cebolinha,3,86.97,23.89,76.23
2024-12-11,08:30:00,Couve,4,82.06,23.89,76.23
2024-12-11,09:00:00,Alface Roxa,1,76.27,25.36,76.81
2024-12-11,09:00:00,Rúcula,2,77.59,25.36,76.81
2024-12-11,09:00:00,Cebolinha,3,86.29,25.36,76.81
2024-12-11,09:00:00,Couve,4,81.31,25.36,76.81
2024-12-11,09:30:00,Alface Roxa,1,75.96,23.55,79.09
2024-12-11,09:30:00,Rúcula,2,77.31,23.55,79.09
2024-12-11,09:30:00,Cebolinha,3,85.87,23.55,79.09
2024-12-11,09:30:00,Couve,4,80.88,23.55,79.09
2024-12-11,10:00:00,Alface Roxa,1,75.37,24.04,64.13
2024-12-11,10:00:00,Rúcula,2,77.0,24.04,64.13
2024-12-11,10:00:00,Cebolinha,3,85.36,24.04,64.13
2024-12-11,10:00:00,Couve,4,80.39,24.04,64.13
2024-12-11,10:30:00,Alface Roxa,1,75.02,23.74,72.77
2024-12-11,10:30:00,Rúcula,2,76.6,23.74,72.77
2024-12-11,10:30:00,Cebolinha,3,84.73,23.74,72.77
2024-12-11,10:30:00,Couve,4,79.89,23.74,72.77
2024-12-11,11:00:00,Alface Roxa,1,74.54,23.62,74.49
2024-12-11,11:00:00,Rúcula,2,76.08,23.62,74.49
2024-12-11,11:00:00,Cebolinha,3,83.93,23.62,74.49
2024-12-11,11:00:00,Couve,4,79.41,23.62,74.49
2024-12-11,11:30:00,Alface Roxa,1,73.92,24.49,75.05
2024-12-11,11:30:00,Rúcula,2,75.32,24.49,75.05
2024-12-11,11:30:00,Cebolinha,3,83.14,24.49,75.05
2024-12-11,11:30:00,Couve,4,78.73,24.49,75.05
2024-12-11,12:00:00,Alface Roxa,1,72.06,25.16,42.61
2024-12-11,12:00:00,Rúcula,2,73.48,25.16,42.61
2024-12-11,12:00:00,Cebolinha,3,81.75,25.16,42.61
2024-12-11,12:00:00,Couve,4,77.04,25.16,42.61
2024-12-11,12:30:00,Alface Roxa,1,71.24,23.62,47.21
2024-12-11,12:30:00,Rúcula,2,72.91,23.62,47.21
2024-12-11,12:30:00,Cebolinha,3,80.89,23.62,47.21
2024-12-11,12:30:00,Couve,4,76.34,23.62,47.21
2024-12-11,13:00:00,Alface Roxa,1,69.62,26.71,52.96
2024-12-11,13:00:00,Rúcula,2,71.37,26.71,52.96
2024-12-11,13:00:00,Cebolinha,3,79.63,26.71,52.96
2024-12-11,13:00:00,Couve,4,74.66,26.71,52.96
2024-12-11,13:30:00,Alface Roxa,1,68.75,23.49,58.44
2024-12-11,13:30:00,Rúcula,2,70.64,23.49,58.44
2024-12-11,13:30:00,Cebolinha,3,78.87,23.49,58.44
2024-12-11,13:30:00,Couve,4,73.95,23.49,58.44
2024-12-11,14:00:00,Alface Roxa,1,66.66,26.47,42.6
2024-12-11,14:00:00,Rúcula,2,68.66,26.47,42.6
2024-12-11,14:00:00,Cebolinha,3,76.25,26.47,42.6
2024-12-11,14:00:00,Couve,4,71.23,26.47,42.6
2024-12-11,14:30:00,Alface Roxa,1,63.76,26.37,56.37
2024-12-11,14:30:00,Rúcula,2,66.64,26.37,56.37
2024-12-11,14:30:00,Cebolinha,3,74.18,26.37,56.37
2024-12-11,14:30:00,Couve,4,68.88,26.37,56.37
2024-12-11,15:00:00,Alface Roxa,1,62.52,23.77,48.22
2024-12-11,15:00:00,Rúcula,2,65.75,23.77,48.22
2024-12-11,15:00:00,Cebolinha,3,73.21,23.77,48.22
2024-12-11,15:00:00,Couve,4,67.57,23.77,48.22
2024-12-11,15:30:00,Alface Roxa,1,61.38,23.23,56.21
2024-12-11,15:30:00,Rúcula,2,64.46,23.23,56.21
2024-12-11,15:30:00,Cebolinha,3,72.27,23.23,56.21
2024-12-11,15:30:00,Couve,4,66.68,23.23,56.21
2024-12-11,16:00:00,Alface Roxa,1,57.8,27.72,44.41
2024-12-11,16:00:00,Rúcula,2,62.46,27.72,44.41
2024-12-11,16:00:00,Cebolinha,3,69.18,27.72,44.41
2024-12-11,16:00:00,Couve,4,64.68,27.72,44.41
2024-12-11,16:30:00,Alface Roxa,1,56.48,24.09,50.72
2024-12-11,16:30:00,Rúcula,2,60.73,24.09,50.72
2024-12-11,16:30:00,Cebolinha,3,67.35,24.09,50.72
2024-12-11,16:30:00,Couve,4,63.19,24.09,50.72
2024-12-11,17:00:00,Alface Roxa,1,55.35,23.62,50.27
2024-12-11,17:00:00,Rúcula,2,59.33,23.62,50.27
2024-12-11,17:00:00,Cebolinha,3,66.03,23.62,50.27
2024-12-11,17:00:00,Couve,4,61.25,23.62,50.27
2024-12-11,17:30:00,Alface Roxa,1,54.02,24.63,52.08
2024-12-11,17:30:00,Rúcula,2,57.35,24.63,52.08
2024-12-11,17:30:00,Cebolinha,3,64.93,24.63,52.08
2024-12-11,17:30:00,Couve,4,59.22,24.63,52.08
2024-12-11,18:00:00,Alface Roxa,1,53.71,22.92,85.69
2024-12-11,18:00:00,Rúcula,2,57.03,22.92,85.69
2024-12-11,18:00:00,Cebolinha,3,64.47,22.92,85.69
2024-12-11,18:00:00,Couve,4,58.83,22.92,85.69
2024-12-11,18:30:00,Alface Roxa,1,53.14,21.35,88.19
2024-12-11,18:30:00,Rúcula,2,56.54,21.35,88.19
2024-12-11,18:30:00,Cebolinha,3,64.31,21.35,88.19
2024-12-11,18:30:00,Couve,4,58.51,21.35,88.19
2024-12-11,19:00:00,Alface Roxa,1,52.65,22.35,81.2
2024-12-11,19:00:00,Rúcula,2,56.2,22.35,81.2
2024-12-11,19:00:00,Cebolinha,3,64.16,22.35,81.2
2024-12-11,19:00:00,Couve,4,58.31,22.35,81.2
2024-12-11,19:30:00,Alface Roxa,1,52.12,20.91,72.41
2024-12-11,19:30:00,Rúcula,2,55.95,20.91,72.41
2024-12-11,19:30:00,Cebolinha,3,63.56,20.91,72.41
2024-12-11,19:30:00,Couve,4,57.97,20.91,72.41
2024-12-11,20:00:00,Alface Roxa,1,51.64,21.91,72.38
2024-12-11,20:00:00,Rúcula,2,55.75,21.91,72.38
2024-12-11,20:00:00,Cebolinha,3,63.37,21.91,72.38
2024-12-11,20:00:00,Couve,4,57.43,21.91,72.38
2024-12-11,20:30:00,Alface Roxa,1,51.24,22.34,82.04
2024-12-11,20:30:00,Rúcula,2,55.23,22.34,82.04
2024-12-11,20:30:00,Cebolinha,3,62.89,22.34,82.04
2024-12-11,20:30:00,Couve,4,57.2,22.34,82.04
2024-12-11,21:00:00,Alface Roxa,1,51.02,20.3,86.88
2024-12-11,21:00:00,Rúcula,2,54.81,20.3,86.88
2024-12-11,21:00:00,Cebolinha,3,62.22,20.3,86.88
2024-12-11,21:00:00,Couve,4,56.52,20.3,86.88
2024-12-11,21:30:00,Alface Roxa,1,50.77,20.84,76.84
